id,type_document_id,vendor_comp_id,type_dept_id,type_team_id,status,no_indent,id,brand_company_id,no_design,id,type_season_id,name_season_y_id,type_gender_id,type_fabric_main_id,type_apparel_id,type_order_id,type_order_detail_id,mid_comp_id,remark,creted_ts,updated_ts
161,18,24,3,0,OPEN,LEV-1088,161,101,421X30LY3,161,4,3,2,2,10,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
162,18,24,3,0,OPEN,LEV-1098,162,101,451X30LQZ,162,4,3,2,2,10,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
163,18,24,3,0,CLOSE,LPV-1001,163,108,617U,163,3,3,2,2,24,1,0,29,,2021-11-06 0:00,2021-11-06 0:00
164,18,24,3,0,CLOSE,LPV-1002,164,108,617UM,164,3,3,2,2,24,1,0,29,,2021-11-06 0:00,2021-11-06 0:00
165,18,24,3,0,CLOSE,LPV-1003,165,108,889T,165,3,3,2,2,29,1,0,29,,2021-11-06 0:00,2021-11-06 0:00
166,18,24,3,0,CLOSE,LPV-1005,166,108,923U (G01184),166,4,3,2,2,24,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
167,18,24,3,0,CLOSE,LPV-1006,167,108,923U (G01456),167,4,3,2,2,24,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
168,18,24,3,0,CLOSE,LPV-1007,168,108,942U,168,4,3,2,2,29,1,0,17,,2021-11-06 0:00,2021-11-06 0:00
169,18,24,3,0,CLOSE,LPV-1008,169,108,946U,169,4,3,2,2,29,1,0,17,,2021-11-06 0:00,2021-11-06 0:00
170,18,24,3,0,CLOSE,LPV-1004,170,108,960T,170,3,3,2,2,29,1,0,17,,2021-11-06 0:00,2021-11-06 0:00
171,18,24,3,0,CLOSE,LJV-1001,171,82,ADHJ-01,171,3,3,12,2,31,1,0,17,,2021-11-06 0:00,2021-11-06 0:00
172,18,24,3,0,OPEN,LJV-1002,172,82,ADHJ-02,172,4,3,12,2,31,1,0,15,,2021-11-06 0:00,2021-11-06 0:00
173,18,24,3,0,CLOSE,LFK-1001,173,83,LFK-1001,173,3,3,12,2,35,1,0,15,,2021-11-06 0:00,2021-11-06 0:00
174,18,24,3,0,CLOSE,LFK-1001-1,174,83,LFK-1001-1,174,3,3,12,2,35,1,0,15,,2021-11-06 0:00,2021-11-06 0:00
175,18,24,3,0,CLOSE,LFK-1001-2,175,83,LFK-1001-2,175,3,3,12,2,35,1,0,17,,2021-11-06 0:00,2021-11-06 0:00
176,18,24,3,0,CLOSE,LFK-1002,176,83,LFK-1002,176,3,3,12,1,48,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
177,18,24,3,0,CLOSE,LFK-1003,177,83,LFK-1003,177,3,3,12,2,35,1,0,31,,2021-11-06 0:00,2021-11-06 0:00
178,18,24,3,0,CLOSE,LFK-1003-1,178,83,LFK-1003-1,178,3,3,12,2,35,1,0,31,,2021-11-06 0:00,2021-11-06 0:00
179,18,24,3,0,CLOSE,LFK-1004,179,83,LFK-1004,179,3,3,12,2,31,1,0,31,,2021-11-06 0:00,2021-11-06 0:00
180,18,24,3,0,CLOSE,LFK-1005,180,83,LFK-1005,180,3,3,12,1,48,1,0,17,,2021-11-06 0:00,2021-11-06 0:00
181,18,24,3,0,OPEN,LFK-1006,181,83,LFK-1006,181,4,3,12,1,48,1,0,16,,2021-11-06 0:00,2021-11-06 0:00
182,18,24,3,0,OPEN,LFK-1008,182,83,LFK-1008,182,4,3,12,2,10,1,0,16,,2021-11-06 0:00,2021-11-06 0:00
183,18,24,3,0,OPEN,LFK-1009,183,83,LFK-1009,183,4,3,12,2,31,1,0,31,,2021-11-06 0:00,2021-11-06 0:00
184,18,24,3,0,OPEN,LFK-1010,184,83,LFK-1010,184,4,3,12,1,48,1,0,15,,2021-11-06 0:00,2021-11-06 0:00
185,18,24,3,0,CLOSE,LFV-1001,185,83,LFV-1001,185,3,3,12,2,31,1,0,16,,2021-11-06 0:00,2021-11-06 0:00
186,18,24,3,0,OPEN,LZV-1001,186,111,LZV-1001,186,4,3,2,2,10,1,0,15,,2021-11-06 0:00,2021-11-06 0:00
187,18,24,3,0,OPEN,LZV-1002,187,111,LZV-1002,187,4,3,2,2,24,1,0,15,,2021-11-06 0:00,2021-11-06 0:00
188,18,24,3,0,OPEN,LZV-1003,188,111,LZV-1003,188,4,3,2,2,24,1,0,15,,2021-11-06 0:00,2021-11-06 0:00
189,18,24,3,0,OPEN,LZV-1004,189,111,LZV-1004,189,4,3,2,2,24,1,0,17,,2021-11-06 0:00,2021-11-06 0:00
190,18,24,3,0,OPEN,LZV-1005,190,111,LZV-1005,190,4,3,2,2,15,1,0,15,,2021-11-06 0:00,2021-11-06 0:00
191,18,24,3,0,OPEN,LZV-1006,191,111,LZV-1006,191,4,3,2,2,15,1,0,15,,2021-11-06 0:00,2021-11-06 0:00
192,18,24,3,0,OPEN,LZV-1007,192,111,LZV-1007,192,4,3,2,2,15,1,0,16,,2021-11-06 0:00,2021-11-06 0:00
193,18,24,3,0,OPEN,LZV-1008,193,111,LZV-1008,193,4,3,2,2,15,1,0,15,,2021-11-06 0:00,2021-11-06 0:00
194,18,24,3,0,OPEN,LNV-1001,194,109,NF-2001,194,3,3,12,1,21,1,0,16,,2021-11-06 0:00,2021-11-06 0:00
195,18,24,3,0,OPEN,LNV-1002,195,109,NF-2002,195,3,3,12,1,6,1,0,16,,2021-11-06 0:00,2021-11-06 0:00
196,18,24,3,0,OPEN,LNV-1002-1,196,109,NF-2002-1,196,4,3,12,1,6,1,0,17,,2021-11-06 0:00,2021-11-06 0:00
197,18,24,3,0,OPEN,LNV-1003,197,109,NF-2003,197,3,3,12,1,21,1,0,15,,2021-11-06 0:00,2021-11-06 0:00
198,18,24,3,0,OPEN,LNV-1004,198,109,NF-2004,198,3,3,12,1,35,1,0,15,,2021-11-06 0:00,2021-11-06 0:00
199,18,24,3,0,OPEN,LNV-1004-1,199,109,NF-2004-1,199,4,3,12,1,1,1,0,17,,2021-11-06 0:00,2021-11-06 0:00
200,18,24,3,0,OPEN,LNV-1005,200,109,NF-2005,200,3,3,12,1,46,1,0,15,,2021-11-06 0:00,2021-11-06 0:00
201,18,24,3,0,OPEN,LNV-1006,201,109,NF-2006,201,3,3,12,2,31,1,0,15,,2021-11-06 0:00,2021-11-06 0:00
202,18,24,3,0,OPEN,LNV-1007,202,109,NF-2007,202,3,3,12,1,3,1,0,17,,2021-11-06 0:00,2021-11-06 0:00
203,18,24,3,0,OPEN,LNV-1007-1,203,109,NF-2007-1,203,4,3,12,1,3,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
204,18,24,3,0,OPEN,LNV-1008,204,109,NF-2008,204,3,3,12,2,16,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
205,18,24,3,0,OPEN,LNV-1009,205,109,NF-2009,205,3,3,12,2,26,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
206,18,24,3,0,OPEN,LNV-1010,206,109,NF-2010,206,3,3,12,2,46,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
207,18,24,3,0,OPEN,LNV-1011,207,109,NF-2011,207,3,3,12,2,3,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
208,18,24,3,0,OPEN,LNV-1012,208,109,NF-2012,208,3,3,12,2,3,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
209,18,24,3,0,OPEN,LNV-1013,209,109,NF-2013,209,3,3,12,2,36,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
210,18,24,3,0,OPEN,LNV-1014,210,109,NF-2014,210,3,3,12,1,9,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
211,18,24,3,0,OPEN,LNV-1015,211,109,NF-2015,211,3,3,12,2,29,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
212,18,24,3,0,OPEN,LNV-1016,212,109,NF-2101,212,4,3,12,1,9,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
213,18,24,3,0,OPEN,LNV-1017,213,109,NF-2102,213,4,3,12,1,48,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
214,18,24,3,0,OPEN,LNV-1018,214,109,NF-2103,214,4,3,12,1,47,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
215,18,24,3,0,OPEN,LNV-1026,215,109,NF-2104,215,4,3,12,1,43,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
216,18,24,3,0,OPEN,LNV-1027,216,109,NF-2105,216,4,3,12,1,43,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
217,18,24,3,0,OPEN,LNV-1019,217,109,NF-2106,217,4,3,12,1,44,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
218,18,24,3,0,OPEN,LNV-1020,218,109,NF-2107,218,4,4,12,1,17,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
219,18,24,3,0,OPEN,LNV-1028,219,109,NF-2108,219,4,3,12,1,43,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
220,18,24,3,0,OPEN,LNV-1021,220,109,NF-2109,220,4,4,12,1,10,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
221,18,24,3,0,OPEN,LNV-1022,221,109,NF-2110,221,4,4,12,1,43,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
222,18,24,3,0,OPEN,LNV-1023,222,109,NF-2111,222,4,4,12,1,24,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
223,18,24,3,0,OPEN,LNV-1024,223,109,NF-2112,223,4,4,12,1,17,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
224,18,24,3,0,OPEN,LNV-1025,224,109,NF-2113,224,4,4,12,1,31,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
225,18,24,3,0,OPEN,LSV-1001,225,110,SN-2001,225,3,3,12,2,29,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
226,18,24,3,0,OPEN,LSV-1002,226,110,SN-2002,226,3,3,12,2,31,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
227,18,24,3,0,OPEN,LSV-1003,227,110,SN-2003,227,3,3,12,2,29,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
228,18,24,3,0,OPEN,LSV-1004,228,110,SN-2004,228,3,3,12,2,31,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
229,18,24,3,0,OPEN,LSV-1005,229,110,SN-2101,229,4,3,12,1,48,1,0,15,,2021-11-06 0:00,2021-11-06 0:00
230,18,24,3,0,OPEN,LSV-1006,230,110,SN-2102,230,4,3,12,1,31,1,0,0,,2021-11-06 0:00,2021-11-06 0:00
231,18,23,3,27,CLOSE,DHGI-2001T,231,98,344J2219-T,231,1,2,12,2,30,4,0,0,,2021-11-06 0:00,2021-11-06 0:00
232,18,23,3,27,CLOSE,DHGI-2002,232,97,244J1063,232,1,2,12,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
233,18,23,3,27,CLOSE,DHGI-2003,233,98,344J2197,233,1,2,12,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
234,18,23,3,27,CLOSE,DHGI-2004T,234,97,133S0131-T,234,1,2,12,2,45,4,0,0,,2021-11-06 0:00,2021-11-06 0:00
235,18,23,3,27,CLOSE,DHGI-2005T,235,97,133S0132-T,235,1,2,12,2,45,4,0,0,,2021-11-06 0:00,2021-11-06 0:00
236,18,23,3,27,CLOSE,DHGI-2006,236,97,133S0133,236,1,2,12,2,45,3,0,0,,2021-11-06 0:00,2021-11-06 0:00
237,18,23,3,27,CLOSE,DHGI-2006T,237,97,133S0133-T,237,1,2,12,2,45,4,0,0,,2021-11-06 0:00,2021-11-06 0:00
238,18,23,3,27,CLOSE,DHGI-2007T,238,97,133S0136-T,238,1,2,12,2,45,4,0,0,,2021-11-06 0:00,2021-11-06 0:00
239,18,23,3,27,CLOSE,DHGI-2008T,239,97,133S0139,239,1,2,12,2,45,4,0,0,,2021-11-06 0:00,2021-11-06 0:00
240,18,23,3,27,CLOSE,DHGI-2009,240,98,344J2198,240,1,2,12,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
241,18,23,3,27,CLOSE,DHGI-2010,241,97,133S0131,241,1,2,12,2,45,3,0,0,,2021-11-06 0:00,2021-11-06 0:00
242,18,23,3,27,CLOSE,DHGI-2011,242,97,133S0132,242,1,2,12,2,45,3,0,0,,2021-11-06 0:00,2021-11-06 0:00
243,18,23,3,27,CLOSE,DHGI-2012,243,97,133S0136,243,1,2,12,2,45,3,0,0,,2021-11-06 0:00,2021-11-06 0:00
244,18,23,3,27,CLOSE,DHGI-2013,244,97,133S0137,244,1,2,12,2,45,3,0,0,,2021-11-06 0:00,2021-11-06 0:00
245,18,23,3,27,CLOSE,DHGI-2014,245,97,133S0142,245,1,2,12,2,45,3,0,0,,2021-11-06 0:00,2021-11-06 0:00
246,18,23,3,27,CLOSE,DHGI-2015,246,97,133S0143,246,1,2,2,2,45,3,0,0,,2021-11-06 0:00,2021-11-06 0:00
247,18,23,3,27,CLOSE,DHGI-2016,247,97,133S0134,247,1,2,2,2,45,3,0,0,,2021-11-06 0:00,2021-11-06 0:00
248,18,23,3,27,CLOSE,DHGI-2017,248,97,133S0144,248,1,2,2,2,45,3,0,0,,2021-11-06 0:00,2021-11-06 0:00
249,18,23,3,27,CLOSE,DHGI-2018,249,97,244J1063R,249,5,2,4,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
250,18,23,3,27,CLOSE,DHGI-2019,250,97,244J1080,250,5,2,12,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
251,18,23,3,27,CLOSE,DHGI-2020T,251,97,144J0400,251,2,2,12,2,30,4,0,13,,2021-11-06 0:00,2021-11-06 0:00
252,18,23,3,27,OPEN,DHGI-2021,252,98,344J2272,252,2,2,12,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
253,18,23,3,27,OPEN,DHGI-2022,253,98,344J2285,253,2,2,12,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
254,18,23,3,27,OPEN,DHGI-2022T,254,98,344J2285-T,254,2,2,12,2,30,4,0,13,,2021-11-06 0:00,2021-11-06 0:00
255,18,23,3,27,OPEN,DHGI-2023,255,97,244J1082,255,2,2,4,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
256,18,23,3,27,OPEN,DHGI-2023T,256,97,244J1082-T,256,2,2,4,2,30,4,0,13,,2021-11-06 0:00,2021-11-06 0:00
257,18,23,3,27,OPEN,DHGI-2024,257,98,344J2273,257,2,2,12,2,30,3,0,12,,2021-11-06 0:00,2021-11-06 0:00
258,18,23,3,27,CLOSE,DHGI-2025,258,97,144J0398,258,6,2,12,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
259,18,23,3,27,OPEN,DHGI-2026,259,98,344J2274,259,2,2,12,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
260,18,23,3,27,OPEN,DHGI-2027,260,98,344J2298,260,2,2,12,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
261,18,23,3,27,OPEN,DHGI-2028,261,98,344J2279,261,2,2,12,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
262,18,23,3,27,CLOSE,DHGI-2029,262,98,187J0010,262,2,2,12,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
263,18,23,3,27,CLOSE,DHGI-2052,263,97,128T0091,263,1,2,2,2,6,3,0,0,,2021-11-06 0:00,2021-11-06 0:00
264,18,23,3,27,CLOSE,DHGI-2053,264,97,130P0155,264,1,2,2,2,6,3,0,0,,2021-11-06 0:00,2021-11-06 0:00
265,18,23,3,27,CLOSE,DHGI-2054,265,112,506940,265,1,2,2,2,45,3,0,0,,2021-11-06 0:00,2021-11-06 0:00
266,18,23,3,27,CLOSE,DHGI-2055,266,112,517199,266,1,2,2,2,45,3,0,0,,2021-11-06 0:00,2021-11-06 0:00
267,18,23,3,27,CLOSE,DHGI-2056,267,98,332J2225,267,1,2,2,2,30,3,0,0,,2021-11-06 0:00,2021-11-06 0:00
268,18,23,3,27,CLOSE,DHGI-2057,268,98,332J2231,268,1,2,2,2,30,3,0,0,,2021-11-06 0:00,2021-11-06 0:00
269,18,23,3,27,CLOSE,DHGI-2058,269,97,228T1043,269,1,2,3,2,6,4,0,13,,2021-11-06 0:00,2021-11-06 0:00
270,18,23,3,27,CLOSE,DHGI-2059,270,97,232J1079,270,1,2,2,2,30,3,0,0,,2021-11-06 0:00,2021-11-06 0:00
271,18,23,3,27,CLOSE,DHGI-2060,271,97,132J0204,271,1,2,2,2,30,3,0,0,,2021-11-06 0:00,2021-11-06 0:00
272,18,23,3,27,CLOSE,DHGI-2061,272,97,130P0170,272,1,2,2,2,6,3,0,0,,2021-11-06 0:00,2021-11-06 0:00
273,18,23,3,27,CLOSE,DHGI-2062,273,98,332J2230,273,1,2,2,2,30,3,0,0,,2021-11-06 0:00,2021-11-06 0:00
274,18,23,3,27,CLOSE,DHGI-2063,274,98,332J2227,274,1,2,2,2,30,3,0,0,,2021-11-06 0:00,2021-11-06 0:00
275,18,23,3,27,CLOSE,DHGI-2064,275,106,7045,275,1,2,3,2,45,3,0,9,,2021-11-06 0:00,2021-11-06 0:00
276,18,23,3,27,CLOSE,DHGI-2065,276,106,10023/10024,276,1,2,2,2,45,3,0,9,,2021-11-06 0:00,2021-11-06 0:00
277,18,23,3,27,CLOSE,DHGI-2066,277,98,332J2246,277,1,2,2,2,30,3,0,0,,2021-11-06 0:00,2021-11-06 0:00
278,18,23,3,27,CLOSE,DHGI-2067,278,98,332J2261,278,1,2,2,2,30,3,0,0,,2021-11-06 0:00,2021-11-06 0:00
279,18,23,3,27,CLOSE,DHGI-2068,279,98,332J2262,279,2,2,2,2,30,3,0,14,,2021-11-06 0:00,2021-11-06 0:00
280,18,23,3,27,CLOSE,DHGI-2068T,280,98,332J2262-T,280,1,2,2,2,30,4,0,0,,2021-11-06 0:00,2021-11-06 0:00
281,18,23,3,27,CLOSE,DHGI-2069,281,98,332J2263,281,5,2,2,2,30,2,0,14,,2021-11-06 0:00,2021-11-06 0:00
282,18,23,3,27,CLOSE,DHGI-2069T,282,98,332J2263-T,282,1,2,2,2,30,4,0,0,,2021-11-06 0:00,2021-11-06 0:00
283,18,23,3,27,CLOSE,DHGI-2070,283,97,132J0245,283,5,2,2,2,30,3,0,14,,2021-11-06 0:00,2021-11-06 0:00
284,18,23,3,27,CLOSE,DHGI-2071,284,97,228T1043-1,284,1,2,3,2,6,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
285,18,23,3,27,CLOSE,DHGI-2073,285,97,132J0288,285,5,2,2,2,30,4,0,14,,2021-11-06 0:00,2021-11-06 0:00
286,18,23,3,27,OPEN,DHGI-2074,286,97,332J2271,286,2,2,2,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
287,18,23,3,27,OPEN,DHGI-2074T,287,97,332J2271-T,287,2,2,2,2,30,4,0,13,,2021-11-06 0:00,2021-11-06 0:00
288,18,23,3,27,OPEN,DHGI-2075,288,97,332J2278,288,2,2,2,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
289,18,23,3,27,CLOSE,DHGI-2075T,289,97,332J2278-T,289,2,2,2,2,30,4,0,13,,2021-11-06 0:00,2021-11-06 0:00
290,18,23,3,27,OPEN,DHGI-2076,290,97,332J2272,290,2,2,2,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
291,18,23,3,27,OPEN,DHGI-2076T,291,97,332J2272-T,291,2,2,2,2,30,4,0,13,,2021-11-06 0:00,2021-11-06 0:00
292,18,23,3,27,OPEN,DHGI-2077,292,98,332J2295,292,2,2,2,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
293,18,23,3,27,CLOSE,DHGI-2077T,293,98,332J2295-T,293,2,2,2,2,30,4,0,13,,2021-11-06 0:00,2021-11-06 0:00
294,18,23,3,27,OPEN,DHGI-2078,294,98,332J2277,294,2,2,2,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
295,18,23,3,27,CLOSE,DHGI-2078T,295,98,332J2277-T,295,2,2,2,2,30,4,0,13,,2021-11-06 0:00,2021-11-06 0:00
296,18,23,3,27,CLOSE,DHGI-2079T,296,98,332J2297,296,2,2,2,2,30,4,0,13,,2021-11-06 0:00,2021-11-06 0:00
297,18,23,3,27,OPEN,DHGI-2080,297,97,232J1093,297,2,2,3,2,30,3,0,14,,2021-11-06 0:00,2021-11-06 0:00
298,18,23,3,27,CLOSE,DHGI-2081,298,97,232J1095,298,2,2,3,2,30,3,0,14,,2021-11-06 0:00,2021-11-06 0:00
299,18,23,3,27,CLOSE,DHGI-2082,299,98,332J2308,299,2,2,2,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
300,18,23,3,27,CLOSE,DHGI-2083,300,97,332J2280,300,2,2,2,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
301,18,23,3,27,CLOSE,DHGI-2084,301,97,232J1112,301,2,2,3,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
302,18,23,3,27,CLOSE,DHGI-2085,302,97,177J0012,302,2,2,2,2,30,3,0,14,,2021-11-06 0:00,2021-11-06 0:00
303,18,23,3,27,CLOSE,DHGI-2086,303,97,177J0015,303,2,2,2,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
304,18,23,3,27,CLOSE,DHGI-2087,304,97,332J2282,304,2,2,2,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
305,18,23,3,27,OPEN,DHGI-2088,305,97,332J2307,305,6,2,2,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
306,18,23,3,27,OPEN,DHGI-2089,306,97,132J0329,306,4,2,2,2,30,3,0,14,,2021-11-06 0:00,2021-11-06 0:00
307,18,23,3,27,OPEN,DHGI-2090,307,98,332J2334,307,1,3,2,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
308,18,23,3,27,CLOSE,DHGI-2091,308,98,332J2337,308,1,3,2,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
309,18,23,3,27,OPEN,DHGI-2092,309,98,332J2325,309,1,3,2,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
310,18,23,3,27,OPEN,DHGI-2102,310,112,521530,310,1,3,2,2,45,3,0,12,,2021-11-06 0:00,2021-11-06 0:00
311,18,23,3,27,OPEN,DHGI-2103,311,112,521782,311,1,3,2,2,45,3,0,12,,2021-11-06 0:00,2021-11-06 0:00
312,18,23,3,27,OPEN,DHGI-2104,312,112,521725,312,1,3,2,2,45,3,0,12,,2021-11-06 0:00,2021-11-06 0:00
313,18,23,3,27,OPEN,DHGI-2105,313,112,517199-1,313,1,3,2,2,45,3,0,12,,2021-11-06 0:00,2021-11-06 0:00
314,18,23,3,27,OPEN,DHGI-2106,314,112,522199,314,1,3,2,2,45,3,0,12,,2021-11-06 0:00,2021-11-06 0:00
315,18,23,3,27,OPEN,DHGI-2107,315,112,522200,315,1,3,2,2,45,3,0,12,,2021-11-06 0:00,2021-11-06 0:00
316,18,23,3,27,OPEN,DHGI-2108,316,112,522213,316,1,3,2,2,45,3,0,12,,2021-11-06 0:00,2021-11-06 0:00
317,18,23,3,27,OPEN,DHGI-2109,317,112,522205,317,1,3,2,2,45,3,0,12,,2021-11-06 0:00,2021-11-06 0:00
318,18,23,3,27,OPEN,DHGI-2110,318,112,522214,318,1,3,2,2,45,3,0,12,,2021-11-06 0:00,2021-11-06 0:00
319,18,23,3,27,OPEN,DHGI-2111,319,112,522215,319,1,3,2,2,45,3,0,12,,2021-11-06 0:00,2021-11-06 0:00
320,18,23,3,27,CLOSE,DHGI-2112,320,98,344J2308,320,1,3,12,2,30,3,0,13,,2021-11-06 0:00,2021-11-06 0:00
321,18,23,3,27,OPEN,DHGI-2113,321,97,133S0146,321,1,3,2,2,45,3,0,14,,2021-11-06 0:00,2021-11-06 0:00
